Common Name,Scientific Name,Family,Group,Description,Habitat,Conservation,iNat Observations,Taxon ID,Image 1,Image 2
Small Coastal Plain Spreading Pogonia,Cleistesiopsis oricamporum,ORCHIDACEAE,Wildflowers & Herbs,"Based on AFLPs, rps16 length, and three plastid microsatellites, Smith et al. (2004) showed that a Florida and coastal North Carolina population of C. bifiara were closely related, while a West Virginia population and montane North Carolina population of C. bifaria were closely related to a coastal North Carolina population of C. divaricata. Based on these data the authors concluded that they were &quot;unable to make any clear species distinctions&quot; among the populations of C. bifaria and a &quot;wider sampling&quot; would be necessary. Later, a new species was then described for the coastal plain population (incl. Florida), C. oricamporum (plants larger, flowers with vanilla-like fragrance, floral bract equal to or shorter than the pedicellate flower), and distinguished from the Appa",,FL: S3 · NatureServe: G3? · US: N3?,10,160677,images/Plants/Wildflowers & Herbs/Small Coastal Plain Spreading Pogonia_1.jpg,images/Plants/Wildflowers & Herbs/Small Coastal Plain Spreading Pogonia_2.jpg
Southeastern Pricklypear,Opuntia mesacantha,CACTACEAE,Wildflowers & Herbs,"Opuntia, commonly called the prickly pear cactus, is a genus of flowering plants in the cactus family Cactaceae, many known for their flavorful fruit and showy flowers. Cacti are native to the Americas, and are well adapted to arid climates; however, they are still vulnerable to alterations in precipitation and temperature driven by climate change. The plant has been introduced to Australia, southern Europe, the Middle East, and parts of Africa.",,IUCN Red List: LC,10,543631,images/Plants/Wildflowers & Herbs/Southeastern Pricklypear_1.jpg,images/Plants/Wildflowers & Herbs/Southeastern Pricklypear_2.jpg
Sandhill St. John's-wort,Hypericum tenuifolium,CLUSIACEAE,Wildflowers & Herbs,"Hypericum tenuifolium, known as Atlantic St. John's-wort and sandhill St. John's-wort, is a species of flowering plant in the St. John's wort family, Hypericaceae. It is endemic to the Southeastern United States.",,FL: S4S5 · NatureServe: G5,10,635332,images/Plants/Wildflowers & Herbs/Sandhill St. John's-wort_1.jpg,images/Plants/Wildflowers & Herbs/Sandhill St. John's-wort_2.jpg
racemed milkwort,Senega polygama,POLYGALACEAE,Wildflowers & Herbs,"Senega polygama, the racemed milkwort, is a species of flowering plant in the family Polygalaceae, native to eastern Canada and the central and eastern United States.",,NatureServe: G5 · US: N5,10,1569097,images/Plants/Wildflowers & Herbs/racemed milkwort_1.jpg,images/Plants/Wildflowers & Herbs/racemed milkwort_2.jpg
Rose Pogonia,Pogonia ophioglossoides,Orchidaceae,Wildflowers & Herbs,"Rose pogonia is found over an unusually broad temperature range, from northern Canada to southern Florida. It is a distinctive orchid, with a pink flower and a single clasping leaf half way up the stem. The specific name (ophioglossoides) refers to the fact that Adder s tongue ferns (Ophioglossum), have a similar single leaf half way up the stem. The two unrelated plants also share similar habitat requirements.","Anthropogenic (human-disturbed or -maintained habitats), bogs, fens, meadows and fields, wetland margins (edges of wetlands)",FL: S3S4 · IUCN Red List: LC,9,53039,images/Plants/Wildflowers & Herbs/Rose Pogonia_1.jpg,images/Plants/Wildflowers & Herbs/Rose Pogonia_2.jpg
saw greenbrier,Smilax bona-nox,SMILACACEAE,Wildflowers & Herbs,"Smilax bona-nox, the saw greenbrier, is a species of plant in the family Smilacaceae. It is native to the Southern United States, and eastern Mexico.",,NatureServe: G5 · US: N5,9,125677,images/Plants/Wildflowers & Herbs/saw greenbrier_1.jpg,images/Plants/Wildflowers & Herbs/saw greenbrier_2.jpg
Dogtongue Buckwheat,Eriogonum tomentosum,POLYGONACEAE,Wildflowers & Herbs,"Eriogonum tomentosum, commonly referred to as dogtongue buckwheat or dogtongue wild buckwheat, is a species in the Polygonaceae (smartweed or knotweed) family.",,FL: S5 · NatureServe: G5 · US: N5,9,126573,images/Plants/Wildflowers & Herbs/Dogtongue Buckwheat_1.jpg,images/Plants/Wildflowers & Herbs/Dogtongue Buckwheat_2.jpg
beach morning-glory,Ipomoea imperati,CONVOLVULACEAE,Wildflowers & Herbs,"Ipomoea imperati, the beach morning-glory (a name it shares with Ipomoea pes-caprae), is a species of flowering plant in the family Convolvulaceae. Like Ipomoea pes-caprae, its seeds disperse by floating in seawater. It has been found on the sandy shores of every continent except Antarctica.
Ipomoea imperati and I. pes-caprae can be easily can be distinguished in that I. imperati has white flowers and I. pes-caprae usually has purple flowers. The leaves of I. imperati are more linear or lanceolate while those of I. pes-caprae tend to be more circular or ovate.",,,9,130193,images/Plants/Wildflowers & Herbs/beach morning-glory_1.jpg,images/Plants/Wildflowers & Herbs/beach morning-glory_2.jpg
Florida Anise,Illicium floridanum,SCHISANDRACEAE,Wildflowers & Herbs,"Illicium floridanum (also known as purple anise, Florida anise, stink-bush, or star-anise) is an evergreen shrub native to the Gulf Coast area of the Southern United States, from Florida to Louisiana.",,FL: S4 · IUCN Red List: LC · US: N5 · NatureServe: G5,9,164050,images/Plants/Wildflowers & Herbs/Florida Anise_1.jpg,images/Plants/Wildflowers & Herbs/Florida Anise_2.jpg
Squareflower,Paronychia erecta,CARYOPHYLLACEAE,Wildflowers & Herbs,"Paronychia is an inflammation of the skin around the nail, often due to bacteria or fungi.
Its sudden (acute) occurrence is usually due to the bacterium Staphylococcus aureus. Gradual (chronic) occurrences are typically caused by fungi, commonly Candida albicans.",,,9,166136,images/Plants/Wildflowers & Herbs/Squareflower_1.jpg,images/Plants/Wildflowers & Herbs/Squareflower_2.jpg
coastalsand frostweed,Crocanthemum arenicola,CISTACEAE,Wildflowers & Herbs,Crocanthemum is a genus of flowering plants in the family Cistaceae. They are native to both North and South America where they are widespread. The common name frostweed relates to the ice crystals which form from sap exuding from cracks near the base of the stem in the late fall.,,,9,607367,images/Plants/Wildflowers & Herbs/coastalsand frostweed_1.jpg,images/Plants/Wildflowers & Herbs/coastalsand frostweed_2.jpg
turkey tangle frogfruit,Phyla nodiflora,VERBENACEAE,Wildflowers & Herbs,It is thought this pantropical species originated in the Americas (Gross et al. 2017).,,IUCN Red List: LC,8,59040,images/Plants/Wildflowers & Herbs/turkey tangle frogfruit_1.jpg,images/Plants/Wildflowers & Herbs/turkey tangle frogfruit_2.jpg
lanceleaf arrowhead,Sagittaria lancifolia,ALISMATACEAE,Wildflowers & Herbs,"Sagittaria lancifolia, the bulltongue arrowhead, is a New World perennial, monocot plant in the family Alismataceae, genus Sagittaria, with herbaceous growth patterns.
A common name is ""duck potato"" because of the large potato-like corms which can form underground.",,US: N2N4 · NatureServe: G5?,8,69813,images/Plants/Wildflowers & Herbs/lanceleaf arrowhead_1.jpg,images/Plants/Wildflowers & Herbs/lanceleaf arrowhead_2.jpg
wax myrtle,Morella cerifera,MYRICACEAE,Wildflowers & Herbs,"The xeric form with smaller leaves is sometimes recognized as M. pusilla or M. pumila, but the seeming intergradation with typical M. cerifera has so far favored the recognition of one variable species in the group, M. cerifera s.l. (Thieret 1966; Wilbur 1994; Ward 2000).",,FL: S5 · IUCN Red List: LC · NatureServe: G5 · US: N5,8,119956,images/Plants/Wildflowers & Herbs/wax myrtle_1.jpg,images/Plants/Wildflowers & Herbs/wax myrtle_2.jpg
dogfennel,Eupatorium capillifolium,ASTERACEAE,Wildflowers & Herbs,"Eupatorium capillifolium, or dog fennel (also written ""dogfennel""), is a North American perennial herbaceous plant in the family Asteraceae, native to the eastern and south-central United States. It is generally between 50 cm and 2 meters tall with several stems that fork from a substantial base.  The stems and base are covered in leaves so dissected that they resemble branching green threads coming out of the stem in fractal patterns. When crushed, the leaves have a sour odor similar to dill pickles. The flowers have a subtle floral odor.",,,8,131154,images/Plants/Wildflowers & Herbs/dogfennel_1.jpg,images/Plants/Wildflowers & Herbs/dogfennel_2.jpg
Pale Grasspink,Calopogon pallidus,ORCHIDACEAE,Wildflowers & Herbs,"Calopogon pallidus, the pale grass-pink, is a species of orchid native to the southeastern United States, from Louisiana to Virginia.",,,8,159702,images/Plants/Wildflowers & Herbs/Pale Grasspink_1.jpg,images/Plants/Wildflowers & Herbs/Pale Grasspink_2.jpg
Ohio spiderwort,Tradescantia ohiensis,Commelinaceae,Wildflowers & Herbs,"Smooth spiderwort is native to much of the eastern half of the United States, but is considered introduced to New England, where it is often found in human-disturbed areas such as along railroads and roadsides, in fields, and about homes.","Anthropogenic (human-disturbed or -maintained habitats), meadows and fields",,7,79383,images/Plants/Wildflowers & Herbs/Ohio spiderwort_1.jpg,images/Plants/Wildflowers & Herbs/Ohio spiderwort_2.jpg
littleleaf sensitive-briar,Mimosa microphylla,Fabaceae,Wildflowers & Herbs,"Mimosa microphylla, commonly called littleleaf sensitive-briar, eastern sensitive-briar, or little leaf mimosa, is a species of flowering plant in the legume family (Fabaceae). It is a perennial herb native to North America, where it is found primarily in the southeastern United States. Its typical natural habitat is in dry woodlands and forests, although it can also be found in disturbed areas.",,,7,84005,images/Plants/Wildflowers & Herbs/littleleaf sensitive-briar_1.jpg,images/Plants/Wildflowers & Herbs/littleleaf sensitive-briar_2.jpg
Yellow Colicroot,Aletris lutea,NARTHECIACEAE,Wildflowers & Herbs,"Aletris lutea (Yellow colic-root)  is a plant species native to the southeastern United States from Louisiana to Georgia.
Aletris lutea grows in wet areas, especially seasonally flooded pine forests near the coast. It is a perennial herb up to 100 cm tall, with a long spike of small, cylindrical flowers. Flowers are usually yellow but sometimes white.",,,7,131660,images/Plants/Wildflowers & Herbs/Yellow Colicroot_1.jpg,images/Plants/Wildflowers & Herbs/Yellow Colicroot_2.jpg
sarsaparilla vine,Smilax pumila,SMILACACEAE,Wildflowers & Herbs,"Smilax pumila, the sarsaparilla vine, is a North American species of plants native to the southeastern United States from eastern Texas to South Carolina. It can be found in habitats such as forested floodplains and alongside rivers.
Smilax pumila is the only smilax species to not have thorns. It either runs along the ground or clambers up other vegetation. Flowers are yellow; fruits red and egg-shaped.",,FL: S5 · NatureServe: G5? · US: N5?,7,143362,images/Plants/Wildflowers & Herbs/sarsaparilla vine_1.jpg,images/Plants/Wildflowers & Herbs/sarsaparilla vine_2.jpg
Bearded Grasspink,Calopogon barbatus,ORCHIDACEAE,Wildflowers & Herbs,"Calopogon barbatus, the bearded grass-pink, is a species of orchid native to the southeastern United States, from Louisiana to North Carolina.",,,7,159699,images/Plants/Wildflowers & Herbs/Bearded Grasspink_1.jpg,images/Plants/Wildflowers & Herbs/Bearded Grasspink_2.jpg
Georgia Tickseed,Coreopsis nudata,ASTERACEAE,Wildflowers & Herbs,"Coreopsis nudata, the Georgia tickseed, is a herbaceous perennial plant species of the genus Coreopsis in the family Asteraceae. It is native to the southeastern United States, in the states of Georgia, Florida, Alabama, Mississippi, and Louisiana.
Coreopsis nudata is a perennial herb sometimes as much as 100 cm (40 inches) tall. Flower heads have pink or purple ray florets and yellow disc florets. The species grows in swamps, ditches, and pine barrens.",,FL: S3S4 · NatureServe: G3? · US: N3?,7,160899,images/Plants/Wildflowers & Herbs/Georgia Tickseed_1.jpg,images/Plants/Wildflowers & Herbs/Georgia Tickseed_2.jpg
Flattened Pipewort,Eriocaulon compressum,ERIOCAULACEAE,Wildflowers & Herbs,"Eriocaulon is a genus of about 400 species of monocotyledonous flowering plants in the family Eriocaulaceae, commonly known as pipeworts.",,,7,162556,images/Plants/Wildflowers & Herbs/Flattened Pipewort_1.jpg,images/Plants/Wildflowers & Herbs/Flattened Pipewort_2.jpg
laurel-leaf greenbrier,Smilax laurifolia,SMILACACEAE,Wildflowers & Herbs,"Smilax laurifolia is a species of flowering plant in the greenbrier family known by the common names laurel greenbrier, laurelleaf greenbrier, bamboo vine, and blaspheme vine. It is native to the southeastern United States, where it occurs along the Gulf Coastal Plain and Atlantic Plain from Texas to New Jersey, the range extending inland to Arkansas, Oklahoma, and Tennessee. It also occurs in Cuba and the Bahamas.",,NatureServe: G5,7,169043,images/Plants/Wildflowers & Herbs/laurel-leaf greenbrier_1.jpg,images/Plants/Wildflowers & Herbs/laurel-leaf greenbrier_2.jpg
sea oats,Uniola paniculata,POACEAE,Wildflowers & Herbs,"Uniola paniculata, also known as sea oats, seaside oats, araña, and arroz de costa, is a tall subtropical grass that is an important component of coastal sand dune and beach plant communities in the southeastern United States, eastern Mexico and some Caribbean islands. Its large seed heads that turn golden brown in late summer give the plant its common name. Its tall leaves trap wind-blown sand and promote sand dune growth, while its deep roots and extensive rhizomes act to stabilize them, so the plant helps protect beaches and property from damage due to high winds, storm surges and tides. It also provides food and habitat for birds, small animals and insects.",,,6,126303,images/Plants/Wildflowers & Herbs/sea oats_1.jpg,images/Plants/Wildflowers & Herbs/sea oats_2.jpg
cucumberleaf sunflower,Helianthus debilis,Asteraceae,Wildflowers & Herbs,"Cucumber-leaved sunflower has been recorded throughout New England, but this is probably outside its native range of eastern and southeastern states. It inhabits fields, roadsides and waste areas.","Anthropogenic (human-disturbed or -maintained habitats), meadows and fields",IUCN Red List: LC,6,126565,images/Plants/Wildflowers & Herbs/cucumberleaf sunflower_1.jpg,images/Plants/Wildflowers & Herbs/cucumberleaf sunflower_2.jpg
Carolina ruellia,Ruellia caroliniensis,ACANTHACEAE,Wildflowers & Herbs,"This species was previously treated in a broader concept by Long (1964) to include R. ciliosa, R. heteromorpha, and R. succulenta, differing from the current taxonomy adopted here.",,FL: S5 · NatureServe: G5 · US: N5,6,128653,images/Plants/Wildflowers & Herbs/Carolina ruellia_1.jpg,images/Plants/Wildflowers & Herbs/Carolina ruellia_2.jpg
